TotalAcc,LocalAcc
0.727986166533653,0.572053006263489
0.757116254322958,0.623082416887637
0.775738228252195,0.669842314134462
0.789970736898111,0.682496349967809
0.795158286778399,0.698565559825512
0.798217611066773,0.704445478559228
0.802208034051609,0.714081124843255
0.802341048151104,0.716565545758892
0.804735301942006,0.716895649655267
0.806464485235435,0.722347501027198
0.808592710827348,0.723411043490812
0.810454908220271,0.726329475531976
0.810321894120777,0.725143172540053
0.812849162011173,0.731900433708482
0.814445331205108,0.732232746698443
0.81245011971269,0.728684939211401
0.81245011971269,0.73076247761099
0.812982176110668,0.733681800281466
0.810587922319766,0.729045403986829
0.811252992817239,0.727013712760119
0.810853950518755,0.727277089950364
0.811252992817239,0.725231890880247
0.812849162011173,0.726445409411574
0.81511040170258,0.729173400755237
0.814046288906624,0.726507384213931
0.81511040170258,0.728586928157379
0.816041500399042,0.731738206375453
0.814445331205108,0.729892970923025
0.814711359404097,0.727248011785333
0.813514232508646,0.728921332600862
0.81391327480713,0.72953308462306
0.814578345304602,0.730567797036608
0.812716147911679,0.730114658050981
0.812583133812184,0.727736260731404
0.813381218409151,0.72776703280214
0.81245011971269,0.732198657415839
0.8121840915137,0.730092886697883
0.8121840915137,0.72888619003063
0.811386006916733,0.729060695034275
0.810853950518755,0.727894070244464
0.811918063314711,0.731136814143732
0.811785049215217,0.731125746629032
0.812849162011173,0.731087737688451
0.810454908220271,0.728831266260416
0.809922851822293,0.727250076841894
0.810055865921788,0.726613265684828
0.808060654429369,0.726390363797439
0.808326682628359,0.72776176328147
0.809124767225326,0.727568518662888
0.808858739026337,0.730697970371867
0.807528598031391,0.7279055157794
0.806863527533919,0.726918292790233
0.805932428837457,0.724654353601789
0.806065442936951,0.726568647435575
0.805932428837457,0.724974194201259
0.804070231444533,0.720909469249244
0.804469273743017,0.722329010842288
0.803272146847566,0.722315561428036
0.802474062250599,0.722651542109245
0.80194200585262,0.722476237663829
0.802208034051609,0.721554496824388
0.801675977653631,0.72229952447833
0.801276935355148,0.721381731782359
0.80047885075818,0.719806376864386
0.80047885075818,0.71828786701985
0.799414737962224,0.719261711442036
0.801010907156159,0.71969229326614
0.799946794360202,0.719303300802209
0.799414737962224,0.72070720119293
0.799680766161213,0.718593270752826
0.798350625166268,0.719396751860288
0.797020484171322,0.718627247308552
0.795557329076882,0.716352678650064
0.795291300877893,0.717660154790643
0.795557329076882,0.719934786819342
0.793828145783453,0.718290993708288
0.793429103484969,0.716344671575811
0.792631018888002,0.714084471930396
0.793429103484969,0.715081609128764
0.792631018888002,0.711632826659919
0.790901835594573,0.709821458996521
0.789172652301144,0.70556694898764
0.788374567704177,0.705135522033897
0.788507581803671,0.707683534588498
0.787842511306198,0.704017981826375
