V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,class
-40.271667,-16.634469,-8.795659,-36.068929,-16.231883,-20.350737,3.717143,-14.815729,-1.585954,35.993685,1.372768,-10.15095,3.438425,0.350045,12.378011,-1.488292,-12.237285,1.670102,2.309721,2.453501,-0.384658,-15.965261,-18.786934,11.972936,-5.219188,-5.797997,-6.959596,5.621629,-12.183534,-1.876897,-2.65664,-22.285409,0.30795,-10.849341,8.765797,3.693348,-20.797157,-1.650107,15.153656,1.667662,14.384706,8.553744,8.824164,-0.654084,-14.407519,-1.295829,-21.117744,4.359184,-17.886698,9.621876,-16.699052,-26.960507,-0.38042,-26.251709,5.936688,-2.748128,0.981338,0.981196,2.44602,-8.800908,27.692477,32.7302,-13.062227,15.82984,14.574334,16.155636,1.251261,-5.253832,24.805448,14.842591,-21.389812,-10.09061,2.972036,9.736947,-28.813704,-5.758463,-3.029276,-32.245984,4.953795,-7.32083,-13.445586,-25.849422,12.969875,-8.654184,11.759641,-8.174299,-15.746822,-5.48775,4.763258,-2.148859,18.444836,-15.503204,-7.372923,20.587807,19.703483,15.609966,-2.11368,-46.672544,-12.724021,36.377467,nuclear
-7.295548,-1.266846,-3.247354,-6.451334,0.206497,-3.40997,3.559403,-1.903987,-2.329138,5.167087,-1.810118,-0.447929,-1.663263,2.283669,2.389622,1.798413,4.749443,-4.4888,1.922256,-2.382413,-1.264352,-3.471607,-2.911748,1.300664,-0.66168,2.268188,-1.162944,-0.849693,1.126477,2.124833,1.313023,-4.453968,3.035808,1.219255,6.039013,1.562231,-4.622617,0.778387,2.112897,0.0946250000000001,4.183215,2.001111,-0.117034,0.172049,-1.813401,1.174006,-3.307147,0.448533,-2.68185,4.518585,-1.730722,-3.996731,3.057466,-5.540833,3.736942,-2.620062,3.31427,-1.236417,-1.854561,-4.729936,0.25622,7.853354,3.645465,1.568052,4.170382,-1.108753,-1.687701,4.926071,3.240852,-0.433415,-2.997163,-1.456273,-0.791515,0.0975300000000001,0.820031,-6.048663,2.069072,-3.827277,0.595186,-0.846032,-4.300957,-1.248577,4.659912,-1.943513,-0.151925,-3.489203,-3.241318,-3.995972,-3.87811,4.635144,-0.544403,-0.105828,-5.245488,-1.813325,2.129063,-1.157925,-0.773256,-8.350937,-0.94558,8.213237,nuclear
-38.170417,-4.328438,-7.563034,-36.186482,-4.195144,-8.753019,11.225237,-9.865946,-8.529094,34.234718,-3.476925,-3.752124,-2.430117,3.408385,6.279802,4.324775,6.386193,-16.252823,-7.12613,-10.609502,1.687211,-13.805817,-23.771166,7.939907,-10.300897,0.505053,-12.917852,-6.827677,3.692995,-10.758234,3.120446,-26.948704,-1.195174,-5.374724,4.846451,14.621999,-15.089435,4.0527,10.104719,-11.521455,8.673845,14.580732,9.154898,-3.210952,-5.940666,-2.323933,-16.760794,-0.968718,-8.45666,16.611579,-12.794104,-13.71362,10.963714,-35.095647,11.327464,-21.554955,5.946411,-1.77973,-10.062775,-27.731006,14.005308,39.382991,-0.0415029999999999,5.571537,23.8823,12.996282,-4.895031,6.916654,20.234587,-7.936482,-4.200289,0.429109,4.331427,13.173851,-7.425264,-14.697914,10.735557,-14.084275,10.511393,-8.44332,-21.907906,-4.732825,10.057861,-1.140017,14.636883,-11.356174,-14.97719,-15.512064,-17.842193,13.073564,9.278314,-9.01734,-13.40055,6.056784,19.003061,6.252263,-6.666755,-37.593998,-9.778915,39.302885,nuclear
-8.062937,0.881685,0.429335,-7.378759,-0.402462,-2.583944,4.169469,-3.744565,-4.753043,5.582042,1.345737,1.190805,-1.373937,0.219092,-1.062453,0.97451,1.993358,-7.405201,-0.308912,-3.454769,0.526184,-1.075715,-5.698715,-2.757571,-0.506724,4.386832,0.23798,-2.871673,1.604531,-3.170482,-0.469687,-5.065755,2.428631,3.321611,2.58668,3.092513,-2.389061,0.83193,1.893293,-0.996921,2.593196,1.649412,-0.064113,-2.539391,-2.958152,-0.242231,-1.40344,-0.220261,2.027147,5.640957,-2.442088,-3.360503,4.879641,-7.61601,3.277448,-8.838148,1.023858,0.566062,-2.860831,-9.021092,0.747024,7.538664,3.200306,-0.187792,7.781732,3.445985,1.361811,2.039645,5.348467,-3.751519,-0.14344,1.89907,-0.133468,1.505568,4.398266,-2.773215,4.183466,1.175611,1.296304,-2.77192,-9.247104,-0.304192,-0.782142,-1.343599,5.085913,0.068799,-1.454584,-6.716992,-5.56203,3.848041,0.926874,-2.209235,-1.44445,0.281813,4.247643,0.348247,-2.974918,-5.877733,2.50832,8.577463,nuclear
-51.816417,-22.486362,-8.335186,-46.026018,-20.143466,-8.066886,10.824681,-8.671475,-4.694365,45.476064,-9.20354,-11.53906,4.005151,16.402796,15.307625,4.115086,4.64972,-13.290219,2.790393,4.272686,-4.590791,-23.169981,-18.327288,16.616925,-11.659163,-10.205108,-15.288812,-1.423721,-8.343458,0.541386,9.318252,-29.878479,-12.576319,-16.875354,11.665982,5.500026,-19.895186,0.477861,16.503208,5.538964,8.904847,10.106576,26.418141,0.652563,-10.441437,-6.75031,-19.512344,6.849613,-23.027058,16.598443,-14.577808,-30.700073,0.356147,-41.6459,10.268972,-9.004115,2.734946,3.212163,-17.441259,-21.203315,37.820474,50.049652,-12.131883,14.480031,20.833499,14.409759,1.710398,-5.765463,33.302593,16.689597,-28.371182,-6.758571,2.068976,22.809466,-35.689785,-11.872124,-0.399315,-32.691442,11.103223,-13.593404,-20.106904,-20.312397,20.06083,-9.646334,17.29856,-26.823183,-15.847173,-5.790421,-9.214603,3.920083,14.755,-12.435013,-16.043417,21.722049,28.940875,17.339174,-2.247413,-56.168503,-14.68503,47.329295,nuclear
-54.14321,-17.041176,-2.776521,-51.312773,6.09397,-14.821319,25.681232,-12.107402,-22.507119,50.78243,-13.322255,12.368785,-11.180693,18.463559,-10.598202,16.874018,34.209557,-44.075502,-16.205283,-19.181173,-5.618577,-13.893878,-39.130934,-11.171033,-12.245105,11.102222,-12.602663,-14.562348,6.269096,-29.503628,-14.916927,-36.138555,4.108179,-9.560004,11.191495,19.693734,-5.076292,0.174286,-2.72938,0.398229,12.38981,12.191978,5.324178,-7.546811,2.242615,7.728207,-3.652498,-0.733506,6.052957,36.181533,-19.446585,-5.72253,44.78615,-40.339812,26.349192,-49.132899,13.524123,-4.950955,-9.540754,-69.698478,-5.967054,49.259777,21.883869,6.343673,41.572918,15.635922,15.410115,29.882253,26.500593,-35.137392,10.603702,12.521438,1.522498,7.260737,36.570128,-25.70151,35.416906,1.070948,4.490564,-26.774634,-43.810325,-4.354582,-0.0858779999999999,-6.736949,31.029562,-23.06225,-32.88187,-46.709643,-52.765734,34.013838,11.467466,-3.277398,0.177882,-5.634279,41.704712,-0.0895140000000001,-11.950189,-39.418888,4.346946,46.899976,nuclear
-152.835741,-48.890937,-36.912304,-148.431172,5.57035,-30.703864,37.677806,-51.184209,-3.185591,111.032367,-5.050562,-23.135602,13.365881,20.670856,1.603658,0.275883,56.60697,-55.382373,-40.507653,-34.09254,-21.426193,-59.332014,-73.993892,8.802266,-35.173252,-1.875658,-36.840284,-13.370279,-33.65207,-26.031261,12.44491,-87.861562,2.915233,-39.245248,21.141517,20.184532,-51.2814,20.812588,33.203399,-17.140199,31.763719,29.66438,22.075491,35.703228,-20.367454,-13.007587,-67.208168,-0.410712,-56.613818,66.592134,-51.161403,-83.208009,44.733952,-121.617145,22.446611,-56.826778,36.247802,-2.621378,-33.382243,-94.262244,46.523157,113.39992,-7.11069,3.558858,77.733453,51.630561,-17.184744,46.727299,86.22058,-15.756692,-22.634818,-10.704883,10.948845,57.838225,-31.391747,-45.566197,31.95961,-76.894183,28.244674,-64.889718,-69.974869,-56.225332,37.286936,-21.263978,52.091715,-87.313944,-41.916147,-49.719177,-72.255587,34.205234,-4.505189,-55.227126,-48.635363,15.466467,66.101063,26.334471,-27.488037,-143.676886,-30.434128,103.912943,nuclear
-37.100779,-12.147343,-2.428602,-36.442925,-17.680533,-1.158054,14.009769,-2.042938,-4.262247,41.17343,-0.957677,-13.544123,0.878341,19.504187,9.076588,0.412254,1.072626,-21.572398,4.814938,7.795304,0.454399,-18.516407,-14.814104,8.074276,-3.624154,-10.684319,-18.236898,0.362437,-7.454139,-1.161865,7.712355,-36.337277,-15.696109,-9.392758,5.236198,2.072855,-10.616995,-7.879154,21.03116,1.739368,10.85904,10.428984,19.759943,-6.982491,-6.765248,-6.315959,-18.550085,1.365456,-25.802912,14.68036,-1.725986,-27.812753,-0.453156,-39.573997,11.104815,-20.219092,-0.938627,3.788331,-7.605435,-17.258188,35.534271,51.358252,-9.584781,22.276111,15.947639,24.700021,2.220293,-6.004848,30.623904,14.143111,-29.480087,-0.973838,13.108951,19.044316,-26.511832,-9.597693,0.833229,-23.827128,1.749131,-1.315063,-13.209937,-12.933817,10.384129,-10.96378,11.303717,-22.233211,-13.083821,-1.274919,-0.197926,6.39439,14.271621,-13.636947,-19.323214,23.269244,27.48853,14.935282,-3.929391,-47.844991,-17.000666,43.310181,nuclear
-55.646912,-34.289142,-1.144221,-60.713735,-26.671898,-24.177386,12.457033,-19.338007,-4.904504,64.646748,-6.695595,-9.179249,-0.286202,14.599144,15.905332,5.697045,14.585514,-15.982857,-14.9316,-10.722364,-2.781595,-17.526263,-37.948732,11.334965,-20.271561,7.842546,-5.070399,-5.66844,-2.87951,-26.706127,6.784121,-50.549604,-7.546002,-14.444621,10.371436,22.943019,-21.6715,9.360385,16.529653,15.806767,22.188311,12.42538,19.076693,0.560999,-7.142001,-2.14574,-39.448399,4.904695,-16.042001,28.548794,-25.635689,-25.323031,17.246651,-53.85048,15.553382,-17.563043,15.830333,-0.283438,-11.123009,-55.112402,29.713631,67.57095,-2.866044,16.74569,35.710885,16.62795,12.828661,22.383906,37.246535,0.822081,-20.715626,-3.37592,0.12595,15.391639,0.0347370000000004,-22.224669,20.033181,-22.354754,14.328062,-30.231754,-35.454841,-22.355474,14.857528,-9.738026,38.272975,-22.633611,-28.408685,-29.541333,-37.330279,16.824178,31.69643,-13.711297,8.762006,19.014963,43.707044,10.174106,-7.462378,-60.765843,-21.488231,55.071523,nuclear
-17.727149,-5.48492,-2.174204,-14.803477,1.024274,-1.635251,5.895857,-2.595784,-5.789053,21.223778,-3.773732,1.720982,0.221973,2.341385,4.274583,1.158102,4.045031,-12.342603,1.237018,-0.335935,1.399705,-10.018563,-7.114999,2.08145,-4.701644,-6.415824,-2.305395,-4.802007,-4.099071,1.687267,0.794826,-14.752667,-2.821555,1.559026,5.641646,5.777496,-10.545407,2.01685,6.991067,-2.988283,7.72956,5.657611,6.960483,0.162836,0.59395,0.630064,-6.109642,0.076113,-9.919727,6.675034,-7.579826,-10.611635,4.862883,-15.862607,11.300613,-12.412305,4.84196,1.537491,-7.026449,-14.882489,7.167263,20.926196,4.004303,5.123295,10.004486,1.697444,-2.877266,10.194834,13.51573,-6.850528,-8.437197,-2.863586,2.856327,3.052043,-0.080066,-14.035887,8.321856,-11.530406,1.133606,-9.306856,-10.365384,0.872113,11.688006,-1.115499,8.265734,-10.126261,-9.89566,-2.73432,-6.279147,6.471483,1.790644,-3.830377,-10.707543,2.104476,5.5018,3.786364,-5.95201,-19.301585,-6.545419,17.289681,nuclear
