V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,class
-3.836936,-0.074929,0.0782209999999999,-5.369339,0.96524,-2.254918,1.40506,-1.702032,-1.632185,3.893673,-1.275559,1.140767,-1.323556,1.022699,-0.166345,1.680296,1.664024,-3.992377,-0.878394,-2.56836,0.195661,0.742493,-2.600161,0.14307,0.454555,1.658446,0.224502,-0.860886,-0.597441,-2.828172,-1.768871,-2.730355,0.750354,-0.354629,2.245142,0.0516089999999999,-1.760323,0.450205,0.024792,0.253492,0.991107,-0.03301,0.841118,-1.327351,1.357767,-0.031812,0.406157,-1.744347,-0.21553,1.56446,-1.66143,-3.226533,3.111045,-4.296038,2.125708,-3.530457,1.118988,-2.853738,-1.675863,-5.889068,-0.907853,4.198731,1.705608,-2.186371,4.172413,1.365081,-0.053689,2.054706,0.459432,-3.215761,1.298831,1.185512,0.488015,1.625934,3.028887,-1.55277,2.06185,0.703651,-0.399215,-2.133971,-3.880632,-1.181992,-0.95918,0.720342,0.716725,-2.684903,-1.467625,-1.669132,-3.481006,1.669586,1.331682,-1.39208,0.214258,-0.289276,2.641934,-1.016082,-3.019275,-4.608214,0.841784,4.75795,mitochondrial
-14.482259,-3.224075,3.878713,-14.26608,-1.091534,-0.908267,6.068868,-6.192227,2.718444,14.016099,-1.092783,-0.386888,-0.0735,1.834442,2.59228,-0.318278,2.422703,-6.939336,-1.81802,-1.72158,-1.899994,-9.015442,-6.005404,3.85595,-1.360014,-2.748937,-1.199963,-3.02808,-0.388955,-6.110917,-0.00838200000000013,-8.371856,-1.763036,-5.089086,3.499248,5.094243,-2.194731,2.51753,3.88482,-0.345499,3.246431,6.648095,5.101645,4.38949,-1.644774,-0.047521,-4.580357,0.62875,0.811151,5.930081,-3.222159,-7.039528,8.361881,-9.34571,3.671647,-6.120686,-0.167117,1.960824,-3.420761,-11.296034,7.147419,14.549113,0.808072,1.726663,9.314652,7.274983,0.829803,8.221689,4.533599,-0.911005,-2.969446,-0.950895,1.031793,4.44246,-3.15921,-4.84826,5.37642,-5.379006,7.627637,-6.391542,-5.436658,-6.987247,1.552246,1.328233,8.596215,-8.625987,-4.640008,-3.366115,-7.211994,-0.322672,5.549774,-7.178231,-3.353113,5.857815,6.72824,0.209354,-1.694125,-11.711006,-1.919351,10.678304,mitochondrial
-24.874669,-7.653331,-8.795493,-32.717932,5.664223,-8.371874,11.554242,-9.593326,-11.377164,17.857799,-4.034575,1.834005,-7.545195,9.167348,-4.548177,4.162741,12.157605,-16.190739,-10.065663,-10.202694,0.046049,-5.667692,-14.88896,-4.068502,-6.337812,0.423214,-6.219199,-6.584553,1.106979,-14.979097,-5.528514,-17.452847,3.442831,-6.355336,3.452528,12.317034,-10.831393,2.937142,-0.45603,-3.673161,5.812392,6.472666,5.907866,-4.925884,-2.589759,8.858075,-6.832388,-3.15079,4.545653,15.712692,-14.384908,-2.468107,19.894619,-17.509752,4.355628,-19.662732,6.464302,-8.000691,-9.71319,-24.776947,-5.827293,16.867153,4.25216,-1.918004,24.437698,8.402401,7.170974,9.050835,16.698272,-6.135694,1.637675,-3.294153,-0.88381,1.581567,11.163012,-11.305931,9.103518,-5.374259,5.233081,-9.239694,-22.813946,-1.24277,4.924144,4.812273,12.147999,-12.979011,-13.413243,-16.361137,-22.393115,9.787531,-4.330816,-2.860023,-10.130682,-5.585494,15.518005,-0.230731,-8.839549,-23.895999,0.147783,31.297055,mitochondrial
-7.062178,0.669664,0.775533,-6.14007,-1.303279,-0.438902,2.247604,1.704142,-1.854573,6.106366,-1.253035,-0.634906,0.145919,2.76596,1.790299,-0.387659,1.235982,-5.941399,0.288294,-0.708111,-1.170827,-4.698078,-3.987205,-0.141618,0.696877,-0.318198,-0.467521,1.613966,-1.506863,-1.934656,1.21771,-5.379904,0.085148,-2.93081,4.449427,2.452842,-1.917111,-0.416482,3.071949,1.680947,2.458144,1.276287,3.217099,-0.731313,0.245869,0.79683,-1.50705,-0.627899,-3.409786,0.850686,-1.14411,-4.269537,3.161519,-3.976656,3.046695,-3.921383,0.191129,0.157717,-1.848066,-7.39782,-0.541236,6.019849,0.467056,1.724757,3.192577,1.836383,1.899885,3.731531,4.115081,-0.874738,-1.638036,1.006364,1.423232,0.0636320000000001,-0.925167,-1.104628,0.567352,-1.947836,0.418636,-1.195597,-4.431777,-1.239434,1.737033,-0.000157999999999981,2.907471,-2.086706,-3.867188,-0.431413,-2.176926,2.141805,3.562673,-2.53733,-0.483333,3.705358,3.968547,1.025429,-0.561542,-4.649517,-3.713005,7.070952,mitochondrial
-19.952007,-5.198504,2.302125,-18.304805,0.642587,-2.335691,8.911067,-2.734601,-5.268483,19.158819,-3.195193,-0.55795,1.335194,5.428973,0.291435,0.147551,8.244685,-9.362623,-4.969958,-6.540252,-0.474289,-8.917486,-11.132372,0.541198,-3.089086,-2.267609,0.224247,-2.660508,-1.551293,-4.435079,2.209116,-12.714091,-0.813552,-2.348212,5.045386,4.963779,-7.404257,2.655097,7.900906,1.649519,-0.602057,2.45045,3.661659,0.118457,-0.208049,2.54684,-6.475757,-0.099529,-3.64699,5.244232,-6.424452,-4.470487,9.896863,-15.846214,7.324025,-12.076925,6.541649,-1.805537,-7.085473,-16.569712,2.113969,19.528792,1.923842,1.436394,9.772886,3.284004,0.964237,7.42394,10.13431,-1.823287,-1.534152,-3.239293,2.951044,6.187049,2.401202,-6.574823,8.568898,-8.160924,6.694513,-8.670053,-9.320287,-3.966309,3.75055,3.233535,8.919042,-9.450554,-6.133231,-7.370534,-11.612301,10.141603,4.600826,-6.817408,-4.440961,-1.717661,11.08742,-0.459612,-3.381756,-14.01429,-3.215428,18.888073,mitochondrial
-8.636098,0.031526,-4.245475,-6.548644,1.584727,-0.952508,3.664591,0.331494,-3.59965,7.970935,-0.296788,0.807093,0.0204940000000001,4.327336,-0.712895,0.048402,4.64394,-4.368857,2.026079,-0.165986,-0.065804,-2.780957,-3.436126,0.933963,-0.242864,0.187782,2.67697,-0.97491,-2.112374,0.887295,-2.827459,-3.413261,0.114053,0.626979,3.592524,-0.235322,-4.164417,1.732299,-0.61092,-1.085634,2.660331,3.36927,0.444802,0.131341,0.737083,1.176819,1.138409,0.422062,-2.792276,3.435506,-1.110287,-2.295712,2.315233,-5.40114,2.886852,-5.26343,3.518518,0.735498,0.270451,-5.686421,0.71746,8.02168,4.042837,2.163402,4.05625,2.55761,-0.316607,1.941454,3.142258,-2.855008,-2.603539,0.544216,-0.459308,0.353142,0.0550359999999999,-2.870072,3.582823,-3.211734,3.174701,-2.457688,-4.426456,-0.91858,4.015259,-0.140703,2.121221,-1.357159,-3.249084,-3.709391,-3.21233,5.482197,2.006055,1.91905,-3.311916,2.017259,1.411612,-2.405921,-1.78937,-6.481189,-1.871579,7.601206,mitochondrial
-23.949159,-5.178128,-4.630393,-30.85498,4.025276,-9.286906,13.82553,-8.212448,-4.049244,24.089061,-0.593443,0.521364,-2.073797,5.796862,-2.158868,5.991887,9.872738,-13.749757,-2.630623,-11.153779,-0.716085,-11.782075,-17.575222,1.029351,-1.026956,5.814443,-4.623305,-8.954638,-0.641069,-13.348161,-4.745695,-20.572544,6.317477,-6.024399,7.689815,12.023946,-9.575729,3.511492,-0.478509,-0.875667,5.623318,2.857303,2.871301,-0.219756,-6.611297,3.282634,-6.547533,-1.67078,-1.739739,12.5719,-12.691358,-5.782924,19.326193,-23.816205,2.404109,-17.70529,7.027297,-3.283056,-7.285599,-28.678797,0.127004,22.644719,5.083455,3.476326,26.038529,8.770271,3.407899,15.132514,11.068524,-10.512295,-0.75287,1.177628,-0.0885109999999999,5.640637,5.565596,-13.471994,11.054889,-4.68208,10.011931,-18.581945,-18.636317,-1.433768,2.987445,3.897314,16.581276,-14.856344,-12.849059,-12.558941,-18.815822,6.33174,4.367803,-8.166883,-4.688496,-4.610818,14.282317,-3.516134,-7.289279,-24.978849,-2.248657,30.791183,mitochondrial
-8.29208,-0.112619,-0.923851,-8.389053,2.290517,-0.684142,3.14859,-2.146813,-6.718921,10.113617,0.877014,-0.911456,-3.537144,1.2262,-0.148554,2.281228,4.090559,-3.2867,-0.932427,-3.451703,-1.590882,-2.972242,-6.264234,2.191365,-3.81877,-2.176727,-1.843847,-0.99956,1.256859,-1.291438,1.920893,-12.263557,3.727918,-2.423487,4.379043,0.017966,-5.074484,1.372139,1.078645,-3.080941,4.288991,2.808783,2.921464,-2.017258,1.883749,1.389799,-6.520155,-2.124993,-2.842798,1.763505,-3.517619,-3.703703,3.843713,-8.282396,6.070939,-7.060363,0.798807,-3.491044,-2.775761,-8.699405,-0.794388,12.244904,0.350876,2.182779,6.844545,2.308412,-2.049112,1.755201,2.293392,-6.243418,-3.215864,0.11482,2.71455,1.709937,1.756337,-2.656062,2.961332,-4.658192,0.906995,-2.722329,-3.004683,0.751385,4.02837,3.717096,1.725166,-3.788486,-3.222669,-0.589433,-2.838972,0.976519,-0.120906,-4.286782,-4.368699,-2.837184,2.640463,3.199532,-6.091076,-6.007486,-7.747034,10.541984,mitochondrial
-6.609791,-4.054702,-1.805512,-3.982281,-1.391255,-1.872673,1.549652,1.81979,-1.419368,7.006682,-1.648985,1.235654,0.379559,2.554559,0.459447,2.254388,1.168612,-5.076189,0.13173,0.605962,-1.656668,-0.247703,-3.376904,-2.844474,-1.939697,-0.426115,2.447273,-1.858543,-0.209839,-4.257194,0.197219,-5.182654,-1.844873,-1.07533,0.545176,-0.585034,-0.210707,-0.441459,2.451972,1.793839,2.522247,3.017703,1.109574,-0.030837,0.757252,1.600342,0.19976,0.288287,-0.120078,3.468596,-0.594531,-1.00812,1.799558,-4.421029,4.074308,-3.531608,0.49342,3.383255,-0.736968,-7.803391,1.471851,6.90086,2.749898,3.476422,3.067562,3.221841,3.262878,1.308051,2.327737,-0.937792,-1.655331,1.003959,-1.065701,1.199109,3.254558,-3.051684,4.619768,-0.723224,-0.260084,-0.904343,-3.780006,-0.601629,1.973987,-2.615772,2.290222,-2.399787,-2.930749,-3.433596,-4.261014,4.247774,4.610838,-0.042731,-0.311762,0.172841,5.343249,-0.509353,-1.170933,-3.250689,-1.371618,3.729451,mitochondrial
-53.813317,-7.878244,1.093188,-65.424756,-1.051472,-11.180333,20.995295,-14.154986,-7.044787,45.580478,-6.022334,-8.76833,-9.087997,11.29495,2.800445,-1.234576,11.285748,-25.791159,-1.708163,-8.307829,-0.948711,-24.509668,-31.757369,-0.969698,-10.341102,1.512796,-7.227857,1.083163,-6.882885,-16.27009,-8.698816,-30.181695,10.425226,-12.14471,12.130372,20.20578,-22.399282,-6.544414,0.976779,-1.970691,14.517511,15.682731,11.082755,-3.594943,-11.178562,1.845419,-18.474831,-0.668376,-0.103783,18.373261,-16.578356,-17.308677,33.837882,-40.548831,12.898201,-42.91633,6.931236,0.736015,-10.837996,-49.634773,5.719422,43.876556,3.981889,14.478951,28.75718,15.028127,8.632377,28.85717,19.95036,-15.19912,-2.802708,-6.482447,-0.606451,5.681526,9.962807,-28.976396,19.975693,-9.974317,12.978391,-22.73303,-31.068812,-4.46998,13.942124,-1.002735,26.945199,-19.284591,-27.584285,-20.18657,-34.162424,9.845177,14.585469,-31.822327,-13.694519,-1.337841,24.134455,1.279643,-11.332939,-33.338521,-10.823899,56.418987,mitochondrial
