V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,class
-33.246635,-2.20797,2.201866,-37.004752,2.514046,-5.617357,15.947304,-8.587755,-10.94338,32.300222,-10.72228,-1.721209,-5.189752,11.404731,-3.477835,-0.84048,14.386739,-22.426507,-3.175503,-9.639726,-1.400468,-15.320411,-17.984337,-5.234217,-8.583804,3.055544,-7.55105,-4.068972,-0.153854,-7.029911,-3.359461,-28.190013,4.748136,-6.841214,10.235394,10.777828,-18.334723,2.70304,10.616554,0.275351,8.939626,6.379277,8.653328,-2.727601,0.676322,0.443807,-9.754778,1.305525,0.420248,19.038724,-9.54264,-9.374709,22.177329,-30.569638,15.477587,-24.263764,3.495463,-0.039745,-11.503057,-35.51375,8.944275,33.487966,1.79258,0.180869,23.649405,9.082249,3.540867,16.182905,16.293943,-9.419672,-0.249564,1.341761,-7.004724,9.041905,8.159978,-18.755228,14.826954,-5.794742,1.550397,-12.634482,-17.408197,1.228923,9.973675,5.831645,15.175931,-10.863279,-19.386643,-15.688907,-19.561953,15.680021,1.62004,-11.569856,-8.464766,-1.088399,17.192264,3.379293,-9.220732,-28.659478,-8.986388,36.478829,cytoplasmic
-40.561116,-2.647329,5.283265,-42.864816,-1.978648,-6.216093,17.239623,-7.938898,-9.614254,40.151947,-4.446552,-4.017952,-5.308115,7.977102,-6.903291,1.689453,12.28009,-29.234757,-3.625733,-15.677859,-2.073537,-13.969673,-28.710753,-4.063241,-6.653497,3.119088,-6.709467,1.032033,0.626316,-18.997695,-4.20613,-32.35765,8.517157,-9.128589,12.475044,15.322206,-15.86122,-0.478674,6.271897,-1.291189,4.942629,12.909095,8.020295,-2.167635,-4.776987,3.416176,-10.348283,-4.054341,-4.052032,23.264448,-16.709724,-15.441704,29.724248,-31.891996,18.368098,-37.889571,7.068609,-6.214176,-9.386473,-46.603485,-3.510348,41.185302,2.896378,7.613222,30.24871,13.892169,6.866571,27.680062,16.267518,-26.614064,-3.020903,4.555452,6.325616,1.894606,14.70847,-22.15072,21.497615,-1.414746,4.669145,-16.273548,-20.925999,8.483154,-0.0306619999999998,6.327731,20.432482,-21.776528,-23.302064,-15.145238,-29.053375,8.936692,6.4367,-20.42085,-5.688372,-0.913177,21.913992,1.688431,-15.683145,-24.216745,-8.792442,42.440115,cytoplasmic
-12.169508,-1.212776,1.560725,-9.647027,-0.280457,0.711112,2.727076,1.355473,-5.818452,11.000806,-1.767381,-2.246973,0.89465,1.64629,-1.504951,1.360155,1.211413,-8.465196,-0.35929,0.179801,-2.451952,-5.992001,-9.118159,-1.46046,-0.161902,0.895401,-0.041672,0.937422,-0.29936,-1.218656,-1.433426,-12.035682,0.984115,1.121508,3.140412,1.564822,-5.042622,-1.636505,1.366305,0.998057,4.560977,2.847343,0.294707,-1.8506,0.141211,1.431625,-4.603695,-0.429386,-3.269958,5.428363,-4.23643,-3.110195,6.254262,-6.937024,7.928177,-10.467106,2.356221,0.706938,-3.66729,-14.120912,1.577862,16.53775,2.557996,1.534727,7.615431,4.688069,-2.242933,9.078974,3.211674,-7.599652,-4.42142,1.677713,1.311254,1.996963,1.623598,-7.353871,4.465637,-3.677828,4.681094,-1.563093,-9.314123,-0.950991,2.085981,-0.978019,4.068457,-4.911608,-8.317008,-5.646936,-8.833011,7.619333,2.735086,-2.532504,-0.884924,0.387615,5.462771,-2.01442,-4.465631,-8.656835,-4.697248,11.423476,cytoplasmic
-9.385484,-3.175239,1.647607,-9.448467,-2.493115,-1.53915,2.066118,-5.802865,-1.103653,11.758502,-1.067442,-5.494719,-1.567233,1.422966,2.528117,-1.841561,-0.419006,-0.085697,2.707507,-2.683243,1.22231,-10.186607,-7.593083,1.481784,-2.56788,3.543417,-6.055081,4.063218,-2.133775,-2.591101,-2.753954,-8.141804,5.882953,3.550561,1.171568,3.390277,-5.639201,-1.957659,6.241677,0.62134,3.388906,5.103691,3.188563,-2.636529,-3.718914,-2.249578,-5.390062,-0.76822,0.543474,4.750843,-4.585923,-5.984033,5.668704,-8.280409,3.095201,-9.55779,1.055965,-2.202095,0.926031,-9.423353,3.677683,8.098871,-0.567194,3.703674,6.329643,6.134129,0.622365,9.131462,0.645913,-4.984958,-4.846975,-3.438596,1.98945,1.521377,0.293009,-7.358662,3.221502,1.104176,0.7275,-3.906256,-2.073346,-2.28083,0.484191,0.823452,6.953323,-2.711125,-8.226375,1.987799,-5.772323,0.670039,-0.013098,-8.752405,-3.482342,2.972387,4.375868,5.360157,-0.587961,-4.798067,-3.44984,10.423323,cytoplasmic
-44.551887,-14.767804,-2.793314,-39.821667,-1.882362,-6.879508,14.452161,-9.530749,-10.611678,44.079823,-8.961098,0.621787,2.742746,10.269319,5.488553,1.478645,16.45163,-21.875432,-0.077922,-2.442639,3.442351,-19.567825,-33.955796,-7.384277,-5.630946,7.273347,0.37886,-2.496204,-2.424315,-13.043108,-1.978701,-33.082239,10.728508,-3.009869,3.221353,7.641877,-12.635228,-2.925016,17.493606,-1.232721,22.214609,16.312556,6.259303,8.053656,-2.863108,1.822434,-11.272951,-2.825317,-9.56287,26.327414,-5.372865,-12.679552,22.713388,-32.972135,27.484377,-24.67832,5.506793,7.12908,-3.455163,-53.61731,17.205356,44.767185,9.974358,13.617004,26.385518,12.481078,4.920943,26.980662,23.848313,-14.69137,-12.520078,0.465556,4.195062,13.42001,8.07364,-24.017638,25.324679,-12.582821,5.164538,-17.267277,-29.601948,-5.095687,10.160414,-12.364233,17.661566,-7.531902,-23.52895,-17.890714,-30.479788,27.394925,10.522257,-10.005623,-13.49132,7.471313,26.481986,5.636997,-6.919751,-42.422683,-11.800121,34.620654,cytoplasmic
-7.181932,-1.426409,-2.335193,-8.446657,-1.783068,0.432723,1.779958,-1.913911,-3.857629,9.240265,-1.590392,-1.603271,-2.352589,3.108369,1.154309,-1.532182,1.487806,-5.388523,1.489421,1.414021,0.548557,-2.835261,-5.362588,3.059966,0.978227,-0.622326,-3.335918,2.714216,-2.171752,0.0904989999999999,2.300587,-8.35521,-5.184586,-0.955041,5.774083,-0.531676,-4.838068,0.563126,4.475671,-4.338348,5.689758,2.870878,3.361843,-4.024339,-1.630605,0.881017,-4.639281,0.684906,-5.703296,-0.762916,-4.057457,-3.158808,-3.221588,-6.61482,3.113238,-6.715355,0.550628,1.912762,-1.465876,-2.679906,6.743856,11.519725,-0.598534,3.113147,4.93611,4.765769,-2.800998,-1.101952,3.912194,1.84247,-9.115761,-0.614644,3.566938,2.114633,-6.814682,-5.281382,0.0077340000000001,-5.088174,0.0649750000000001,1.887213,-0.153022,0.0422660000000001,5.890252,2.428833,0.869,-3.32007,-2.236501,3.520407,1.113546,3.797643,3.795075,-2.98107,-7.120194,-0.534583,4.014973,4.960243,-1.499604,-9.199911,-8.158525,12.385982,cytoplasmic
-18.361948,-0.550923,-3.188408,-24.238966,2.682732,-0.47312,7.300367,-3.847622,-12.610184,15.865914,-2.324158,-0.0705909999999999,-2.919657,7.963516,-5.491871,1.07884,9.348263,-13.318082,-2.188171,-6.786093,3.865198,-7.735214,-13.921071,-1.57847,-0.448768,2.589678,-6.463447,-5.081254,-1.833897,-5.871738,-0.596911,-17.805664,6.891546,-2.935688,4.72131,4.681017,-8.872987,0.753806,2.218448,-3.455295,8.333683,3.093139,8.830736,-3.103971,0.243705,3.481735,-7.702803,0.762804,-2.692713,7.946628,-7.38384,-5.770832,12.248595,-18.664224,7.997116,-17.841904,6.215985,-3.34957,-7.623321,-24.504201,0.708218,19.266498,5.253704,-1.923357,15.396901,6.212118,-2.357116,4.611679,11.647859,-9.559282,-3.069215,1.854998,1.975997,1.949372,7.319799,-10.581809,12.413531,-4.16178,-0.332239,-1.648341,-7.926568,-0.115831,8.936007,3.440423,3.358185,-6.128799,-11.347998,-4.541461,-7.234741,12.124099,-0.354827,-5.74526,-5.643682,-2.01506,10.457712,5.277807,-7.503763,-19.20663,-6.022469,31.689355,cytoplasmic
-44.84171,0.460565,13.913953,-33.270512,0.998667,-6.618478,20.556161,-3.722926,-2.480212,35.58886,-1.612495,-7.925469,-4.758356,12.162415,-10.753057,3.151672,12.612481,-27.654899,3.318843,-18.668856,-4.231874,-21.849673,-21.872002,-11.683977,-3.114166,8.267824,3.401116,-2.317548,-5.840084,-16.542338,-5.004702,-27.338254,11.603483,-3.94272,8.558028,11.553517,-8.491297,-4.827939,9.795123,-1.651038,1.36403,4.894411,1.529718,-1.187223,-1.530949,5.686945,0.416946,-7.684736,-3.886676,19.843553,-3.23173,-9.201928,29.52807,-33.140582,19.432745,-34.220714,6.707478,3.546773,-5.973481,-41.551104,1.557112,37.602458,6.984004,12.049668,16.112102,12.717776,-0.619149,32.222511,15.11344,-25.575126,-0.614739,10.816215,4.614136,1.335025,10.548994,-12.66709,23.168637,4.012193,1.067565,-14.888745,-22.035732,6.207256,6.216648,2.94022,22.316883,-20.985565,-22.092183,-13.324153,-26.455722,16.689019,4.525078,-17.171395,-1.741944,-1.623397,20.081374,-3.070273,-7.737711,-16.441375,-6.805421,29.821634,cytoplasmic
-18.235194,-1.784434,1.885956,-11.336433,-0.451795,-1.52901,2.32254,-2.041222,-2.686766,14.603902,-0.459785,0.400693,-1.045713,0.986949,1.298936,-0.035952,4.516504,-6.663319,-1.830696,-1.232862,-0.419463,-5.630567,-5.836595,-1.796784,-6.359675,4.236939,0.285103,1.530366,-3.182849,-8.31775,-1.633028,-8.700914,1.753463,3.04414,1.79369,3.453865,-4.61888,-2.480905,5.777334,-0.435615,3.159547,3.295909,0.0104109999999999,1.472699,-0.785032,-1.484457,-6.723035,-1.81662,-1.469344,4.202001,-1.587936,-5.938837,8.133154,-7.405523,5.942543,-7.269079,3.067266,2.328187,-4.125299,-10.954624,1.642529,16.070871,0.848843,3.933473,4.880579,5.090484,1.055308,9.792893,6.223147,-5.991745,-0.202509,3.369236,1.743873,3.814542,1.21351,-6.163271,6.151962,-2.95954,4.254719,-5.404152,-8.761857,-2.587959,0.011169,0.422938,9.082141,-5.8447,-8.258304,-1.585034,-9.137869,4.448483,5.860788,-6.341976,-1.797789,0.00573199999999996,7.237114,-0.784794,-3.964394,-6.77375,-1.917364,11.061619,cytoplasmic
-28.761722,-22.579278,-1.319059,-41.997883,-5.331668,-18.787235,6.228239,-19.751116,2.099677,31.889967,-2.30994,-5.775247,-8.914956,3.877184,6.628889,5.335796,7.603964,-7.89102,-17.060063,-6.483178,6.498559,-13.056101,-31.11372,11.796678,-10.544064,-1.643499,-4.698969,1.345694,-3.132535,-19.100002,-8.120715,-28.105009,-0.99712,-12.901528,1.216058,14.846182,-10.610172,12.277454,4.633593,-6.022285,10.41548,8.502989,10.298147,1.891363,-11.950977,-0.963948,-20.754218,1.448033,-3.751971,15.861675,-7.88621,-22.573582,25.976905,-25.850271,-3.434406,-13.912064,12.775839,-4.784622,-3.166444,-26.788164,16.87914,40.026999,-14.92318,8.183915,21.655625,13.29079,10.105884,22.432838,17.915729,5.901839,2.117265,-8.936674,2.442982,12.599958,4.060621,-9.074675,17.759311,-11.889699,9.532779,-16.605663,-20.899218,-9.861722,6.456996,-3.090773,26.331775,-13.953215,-8.924824,-23.595448,-24.521109,5.040406,10.674415,-6.423393,-7.697245,9.246155,25.724315,9.144277,-4.972861,-41.208681,-6.518399,25.898867,cytoplasmic
