V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,class
-9.984703,-2.392205,-0.236094,-10.038763,-2.492124,-3.242307,4.032012,2.89093,-6.819776,14.537147,0.340241,0.706757,-3.271711,6.035374,0.313372,4.600218,4.502906,-11.404143,1.024728,-5.990447,-2.854381,-0.272984,-3.509234,-0.781716,-1.664608,-1.547007,0.350942,-2.115954,0.564501,-4.257284,0.877334,-7.437875,0.821834,-2.825489,4.105544,4.392699,-4.776857,2.496717,2.154095,3.393251,0.222792,0.575851,5.479752,-0.0292810000000001,2.848756,0.629475,-8.473358,-3.035085,-5.242548,7.192511,-2.107602,-5.360284,2.452107,-8.237362,6.324897,-8.187343,2.933919,3.483132,-2.649776,-15.194593,2.799438,14.194263,7.489025,0.614348,5.366866,1.642262,-0.966276,5.592521,8.918284,-7.018691,-1.060319,5.029161,1.199192,2.862404,0.529251,-5.804299,6.528805,-2.948002,2.531399,-4.394317,-7.344848,1.744775,5.571021,-5.32817,1.386916,-3.342504,-9.457713,-6.599497,-6.348855,3.723554,1.824297,-0.475884,-1.018536,0.238117,9.100133,-1.298085,-3.578649,-8.472401,-6.462472,7.53933,mitochondrial
-44.741204,-9.396594,15.381423,-41.10036,-8.779276,-6.443577,17.482319,-3.145422,2.446337,39.026285,5.246257,-12.789701,-6.489009,4.49023,3.495807,-3.25075,-0.577592,-22.544999,-1.167666,-5.919796,-2.147501,-15.882788,-29.436611,1.279838,-8.77602,12.815674,-9.530727,3.714682,-3.237955,-19.316214,-5.810863,-24.173475,6.269679,-3.367971,-2.699141,20.295679,-11.409218,-4.959222,8.775923,4.608705,4.696178,11.274976,4.461982,1.299466,-12.118036,-4.914536,-11.702807,-4.546711,-5.444871,18.998363,1.472034,-15.945735,30.329656,-26.242564,21.289901,-28.879625,-9.268246,9.852738,-3.648862,-44.579285,7.078724,36.238393,-1.012859,18.640134,17.34065,22.987522,4.721413,30.966573,10.422752,-24.084158,-9.110106,9.942012,7.391782,5.509747,11.085349,-17.684691,13.989133,3.043926,8.253648,-9.108089,-20.792645,-4.792475,-11.59186,-3.387202,26.155055,-18.493687,-24.416065,-10.743842,-23.426509,0.402398,5.354783,-25.575412,0.302221,14.362035,18.913813,2.476742,-6.911221,-17.39245,-2.788622,38.122997,mitochondrial
-25.501948,-12.9363,-10.831223,-37.261504,7.462489,-7.175134,19.889673,-13.991388,-12.235048,11.718388,-5.793926,0.943453,-10.484642,6.741848,-4.681758,4.395161,16.2053,-21.946538,-10.31919,-13.506741,4.332168,-3.843159,-23.023357,-13.627644,-2.011436,7.231974,-1.226413,-12.184378,1.148795,-17.191815,-12.618067,-11.475993,9.390148,-10.200863,7.339704,16.292461,-9.125744,6.36297,-7.827277,-2.257714,7.799613,3.78769,4.574881,-3.468873,-15.642163,10.309334,2.333643,-12.051382,13.202002,20.676924,-12.36987,-5.527496,29.411494,-19.353624,4.587074,-26.698514,6.620334,-10.372633,-6.160928,-25.303768,-16.441526,17.75266,11.440751,-6.8014,25.576731,6.795441,6.692111,14.125452,14.171946,-14.133068,16.403247,-2.803296,0.35499,-1.641598,25.098793,-13.47402,6.79754,3.666559,4.476673,-12.031718,-36.275021,-0.0490439999999999,8.949734,6.083102,17.942808,-13.36334,-14.473827,-30.480268,-28.441169,6.174381,-4.983809,-6.074508,-7.820244,-11.778014,8.329894,-9.726972,-11.513063,-28.013392,6.943662,36.057011,mitochondrial
-30.670419,-6.257282,-4.953528,-32.634848,-2.48304,-4.717891,10.711735,-4.968376,-8.383793,26.143838,-9.207918,-4.424655,-2.365685,7.7742,-0.790849,3.304561,13.341489,-13.014667,1.960658,-6.544368,-4.219775,-16.415033,-13.39208,-0.879164,-5.501036,-7.366635,-6.884582,-3.735187,-3.381898,-4.961417,2.685695,-22.40719,2.966054,-8.703314,6.622258,7.728854,-14.616108,-5.364546,4.92761,-0.0384859999999999,3.528846,5.925063,10.094667,6.802778,1.091217,-2.050755,-11.175963,6.866321,-9.511903,11.870067,-9.969424,-7.162354,13.220447,-21.6438,2.209994,-11.760051,10.397373,1.254156,-6.947112,-20.434507,5.021069,26.290136,0.417219,4.040017,13.36027,9.714507,-1.594991,10.14383,17.774562,-5.692853,-5.445659,0.663499,-0.888982,4.218887,-4.124832,-12.562738,7.060113,-13.008487,4.519834,-12.220685,-14.982961,-0.563785,15.301001,-0.00241199999999996,12.134153,-17.942928,-13.526149,-5.422647,-10.95705,9.510439,3.600652,-11.412333,-8.757818,1.194668,12.985138,1.391643,-7.368266,-22.143021,-11.00652,27.480984,mitochondrial
-24.11971,-4.569064,2.089601,-25.404974,-1.126429,-7.451904,14.24742,-4.01009,-5.858386,21.466512,-5.290705,3.776149,-3.765299,8.3487,-3.721846,5.21978,10.047937,-24.114993,-1.103809,-6.642581,-4.721049,-5.577456,-11.189143,-6.233342,-6.043077,6.556223,2.729266,-8.729179,-0.509575,-13.651983,-6.074865,-17.736159,-1.827439,-4.302728,2.1376,6.942236,-0.847409,-0.72724,2.166562,2.966842,4.419749,5.440735,3.78506,-2.819073,-0.899283,2.762707,-2.505979,-5.92971,-0.234918,18.21887,-1.855357,-5.607738,14.828391,-21.648956,12.197727,-23.278554,3.653264,1.107998,-4.771612,-33.7218,-3.495136,18.190914,7.357225,2.622822,16.612724,8.032724,4.877031,10.902337,15.533731,-14.439611,4.913218,6.723917,-2.475822,4.727205,15.905301,-12.968151,14.880437,1.274751,-2.798237,-8.397021,-25.431105,-0.00494100000000022,0.775436,0.338931,10.209194,-10.203684,-11.071752,-19.976428,-20.180839,12.534612,3.286359,-4.059278,-4.546655,0.594396,14.568972,-0.245168,-9.990765,-13.233909,4.441352,22.662762,mitochondrial
-72.293852,-14.03131,8.202269,-51.395963,-16.091369,-5.863827,22.128383,1.337972,-2.884451,65.172039,-7.839912,-9.139349,-0.250413,18.742017,0.634487,-1.708598,13.654409,-38.072305,1.594873,-10.423432,-15.870125,-32.334112,-30.382323,-6.323723,-17.697034,-5.787466,-3.410222,-3.711564,-12.741396,-27.172825,3.814997,-50.187892,2.385658,-12.188096,9.030334,17.435418,-17.899414,-6.050057,21.032908,8.459626,6.243816,11.692311,13.659953,-0.903,-0.752496,-0.485918,-23.414376,-5.626849,-21.472978,31.111682,-6.335946,-19.724909,27.117211,-47.029456,32.922637,-40.830857,1.713824,15.483675,-13.164027,-54.396255,20.168236,67.261536,-10.067574,33.221076,18.156974,27.780389,7.372444,35.921134,29.968146,-17.725338,-17.270609,9.927072,4.803342,6.020313,1.104977,-19.051892,23.131272,-9.956222,11.822783,-22.530231,-28.830473,-1.297417,11.155345,0.751303,34.987247,-21.476262,-35.413991,-9.838443,-35.12304,20.966444,20.995543,-38.452516,-9.779375,14.411309,33.727037,7.579348,-15.96845,-26.328382,-18.916831,49.777176,mitochondrial
-42.023648,-9.061698,-1.831712,-29.02178,-12.269202,1.307526,12.28581,0.134102,-6.404021,44.970504,-7.236759,-7.657221,-0.186467,15.250961,2.626662,-0.254028,-1.864588,-19.693729,9.120647,1.113494,-7.132903,-24.004191,-8.445718,8.652829,-9.745784,-15.810314,-3.503806,2.92758,-5.471079,-3.974512,6.153389,-32.918785,-10.9538,-6.777819,14.692301,0.933225,-17.83847,-3.419814,15.717092,0.860649,7.536246,8.903944,14.368816,-7.123909,-1.956003,3.372855,-9.123964,0.949225,-21.738831,4.407377,-7.699145,-23.125349,1.579589,-31.752199,13.085554,-21.89182,-0.986544,2.070514,-13.814234,-22.821338,20.7358,45.409335,-4.139155,18.230789,11.60456,12.047105,4.478898,3.980334,22.046889,3.207984,-22.406867,-1.488018,3.446109,7.129496,-12.274096,-7.050703,10.144793,-19.483069,4.046167,-1.573755,-8.52394,-7.314117,24.533049,8.114174,16.073898,-16.877156,-21.642664,8.493904,-7.909321,6.362955,14.532193,-24.019077,-17.925559,10.531246,19.088595,5.63454,-8.170594,-27.516917,-16.707177,38.223599,mitochondrial
-33.715337,-3.294139,6.631926,-24.944892,-3.69833,-8.496172,12.574315,-6.987675,-0.864786,28.876982,-2.000909,-0.202611,0.518872,8.077216,-0.707299,3.103177,6.178313,-19.059,-2.283793,-5.199635,2.02327,-15.741597,-15.806781,-2.846125,-5.625384,3.545784,3.145708,-4.372622,-4.042456,-11.034298,-2.362454,-22.099174,3.159164,-1.344609,5.04089,11.412495,-6.450962,-0.578487,10.337882,2.657675,10.189045,7.197786,3.938596,2.39114,-3.132753,0.389038,-2.08695,-1.439082,-3.84177,17.471455,-5.653377,-12.773516,15.375384,-20.957292,13.156307,-24.049784,2.698569,6.712555,-6.201463,-37.09935,2.07675,26.993444,7.022806,9.518045,14.096764,10.685571,1.030827,19.536035,14.220675,-15.56556,1.136261,3.088929,-0.397674,3.882635,8.837292,-12.228192,17.420474,-0.0631620000000003,4.512622,-15.042677,-17.784081,-1.443853,2.301739,0.20398,20.719743,-8.278831,-13.946439,-17.129012,-21.573902,11.078714,9.469383,-6.508813,-2.647147,1.954173,17.280404,-1.385702,-5.716113,-20.423818,-3.404434,25.124767,mitochondrial
2.677764,-37.950855,-41.34213,-42.98264,19.986287,-13.300631,27.920872,-21.851612,-27.390561,-2.389515,10.881407,-4.297135,-40.510224,-11.350876,7.791722,8.610597,15.621923,-19.35094,-19.259003,-12.11626,28.441792,12.079309,-28.206003,-27.8835,12.692721,11.484421,2.730131,-3.262442,9.322143,-22.486712,-19.664143,-25.23901,40.315725,-17.098481,2.426772,17.014489,1.335645,22.471,-28.197407,3.767161,16.652914,3.904441,6.843005,5.411427,-32.471546,16.190248,-11.135179,-15.562171,28.026549,37.864862,-33.545935,-9.828492,39.262159,1.138558,-11.988982,-16.633399,24.204118,-26.92891,-5.953709,3.776328,-20.343624,9.815529,17.006084,-30.42633,17.305368,-7.948801,25.619138,7.41179,10.849423,-0.410337,41.427606,-22.381124,-17.368646,-5.177377,30.72343,-7.356308,-12.55939,14.506651,1.222852,-8.690748,-50.33414,18.664118,28.221672,12.941214,23.407532,-0.151186,-30.421876,-46.17437,-45.880067,-7.27753,-37.548001,-11.946598,-16.851376,-18.732217,-0.290755,-15.317443,-1.225983,-21.636858,23.65701,38.345132,mitochondrial
-32.28864,-4.912518,6.394184,-31.121156,-1.290792,-1.801084,11.124115,-6.543523,-6.09571,29.077464,-2.971371,-7.133546,-4.970627,2.143996,0.512909,-2.981357,6.209419,-16.739948,-0.576827,-5.96056,-1.866757,-15.612723,-17.183485,-0.758858,-2.363929,-3.142725,-3.243111,-0.943598,-6.452213,-9.308997,0.628773,-27.314958,8.850386,-5.524222,11.609286,5.993436,-13.225258,-3.07815,7.521128,-2.480952,6.912531,7.009547,6.209239,0.315001,-7.701659,1.395936,-11.511002,-2.076634,-9.861004,11.798538,-8.735774,-15.121615,16.265442,-22.598145,14.411303,-20.751851,1.149392,1.218648,-3.633254,-28.796505,7.602957,32.346593,2.32417,8.303547,15.206759,12.880969,0.176529,18.180675,12.561306,-9.161894,-8.767566,7.985811,5.213946,3.547959,-1.246279,-8.365221,10.666695,-7.932781,1.431594,-9.476982,-8.825395,0.150937,4.302415,3.34108,19.095089,-15.801651,-16.93784,-4.453321,-12.220999,5.796471,6.651915,-18.707926,-7.786633,7.547639,12.909481,4.495451,-7.069329,-19.613101,-9.059995,31.202461,mitochondrial
